relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_018:r0001,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,has_property,,non-equilibrium plasma properties,PlasmaProperties,combine the advantages of non-equilibrium plasma properties,,,1.0,True,,paper_018:p0001
paper_018:r0002,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,used_in,,ozone generation,PlasmaApplication,Industrial applications include ozone generation,,,1.0,True,,paper_018:p0001
paper_018:r0003,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,used_in,,pollution control,PlasmaApplication,Industrial applications include pollution control,,,1.0,True,,paper_018:p0001
paper_018:r0004,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,used_in,,surface treatment,PlasmaApplication,Industrial applications include surface treatment,,,1.0,True,,paper_018:p0001
paper_018:r0005,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,used_in,,high power CO 2 lasers,PlasmaApplication,Industrial applications include high power CO 2 lasers,,,1.0,True,,paper_018:p0001
paper_018:r0006,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,used_in,,ultraûiolet excimer lamps,PlasmaApplication,Industrial applications include ultraûiolet excimer lamps,,,1.0,True,,paper_018:p0001
paper_018:r0007,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,has_discharge_regime,,diffuse,DischargeRegime,the discharge can haûe pronounced filamentary structure or fairly diffuse appearance,,,1.0,True,,paper_018:p0001
paper_018:r0008,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,frequency,PhysicalQuantity,has_unit,,kHz,Unit,the preferred frequency range lies between 1 kHz and 10 MHz,,,1.0,True,,paper_018:p0001
paper_018:r0009,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,frequency,PhysicalQuantity,has_unit,,MHz,Unit,the preferred frequency range lies between 1 kHz and 10 MHz,,,1.0,True,,paper_018:p0001
paper_018:r0010,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,pressure,PhysicalQuantity,has_unit,,kPa,Unit,the preferred pressure range between 10 kPa and 500 kPa,,,1.0,True,,paper_018:p0001
paper_018:r0011,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,operated_at,,atmospheric-pressure,PlasmaMedium,the ease of atmospheric-pressure operation,,,1.0,True,,paper_018:p0001
paper_018:r0012,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,uses_power_supply,,megawatt input powers,PowerSupply,efficient and cost-effectiûe all-solid-state power supplies are aûailable,,,1.0,True,,paper_018:p0001
paper_018:r0013,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,megawatt input powers,PowerSupply,has_unit,,megawatt,Unit,megawatt input powers,,,1.0,True,,paper_018:p0001
paper_018:r0014,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,pollution control,PlasmaApplication,addresses,,pollution,PhysicalEffect,pollution control,,,1.0,True,,paper_018:p0001
paper_018:r0015,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,high power CO 2 lasers,PlasmaApplication,involves_species,,CO 2,Species,high power CO 2 lasers,,,1.0,True,,paper_018:p0001
paper_018:r0016,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,laboratory reactors,DiagnosticDevice,scaled_to,,industrial installations,PlasmaApplication,scalability from small laboratory reactors to large industrial installations,,,1.0,True,,paper_018:p0001
paper_018:r0017,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Siemens,Modelling,conducted,,experimental,Experiment,First experimental investigations were reported by Siemens (1) in 1857.,,,0.95,True,,paper_018:p0002
paper_018:r0018,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Dielectric-barrier discharges,PlasmaSource,used_in,,generation of ozone,PlasmaApplication,generation of ozone... by subjecting a flow of oxygen or air to the influence of a dielectric-barrier discharge (DBD),,,0.9,True,,paper_018:p0002
paper_018:r0019,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,annular gap,ElectrodeConfiguration,part_of,,coaxial glass tubes,ElectrodeConfiguration,narrow annular gap between two coaxial glass tubes,,,0.85,True,,paper_018:p0002
paper_018:r0020,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,electrodes,ElectrodeMaterial,positioned_outside,,discharge chamber,ElectrodeConfiguration,electrodes were positioned outside the discharge chamber,,,0.8,True,,paper_018:p0002
paper_018:r0021,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Werner von Siemens,Modelling,considered_important,,generation of ozone,PlasmaApplication,considered his discharge configuration for the generation of ozone as one of his most important inventions,,,0.9,True,,paper_018:p0002
paper_018:r0022,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Andrews and Tait,Modelling,proposed_name,,silent discharge,DischargeRegime,"proposed the name ''silent discharge,'' which still is frequently used...",,,0.9,True,,paper_018:p0002
paper_018:r0023,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Ozone,Species,formed_in,,DBDs,PlasmaSource,Ozone and nitrogen oxide formation in DBDs became an important research issue,,,0.95,True,,paper_018:p0002
paper_018:r0024,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Emil Warburg,Modelling,conducted,,laboratory,Experiment,conducted extensive laboratory investigations on the nature of the silent discharge,,,0.85,True,,paper_018:p0002
paper_018:r0025,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,K. Buss,Modelling,discovered,,breakdown,PhysicalEffect,breakdown of atmospheric-pressure air... occurs in a large number of tiny short-lived current filaments,,,0.9,True,,paper_018:p0002
paper_018:r0026,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,T. C. Manley,Modelling,proposed_method,,closed voltage-charge Lissajous figures,PhysicalQuantity,method for determining the dissipated power... using closed voltage-charge Lissajous figures,,,0.85,True,,paper_018:p0002
paper_018:r0027,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,DBDs,PlasmaSource,require,,alternating voltages,PowerSupply,these discharges require alternating voltages for their operation,,,1.0,True,,paper_018:p0003
paper_018:r0028,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,determine,,displacement current,PhysicalQuantity,dielectric constant and thickness... determine the amount of displacement current,,,1.0,True,,paper_018:p0003
paper_018:r0029,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,electric field,PhysicalQuantity,cause,,breakdown in,PhysicalEffect,the electric field has to be high enough to cause breakdown in the gas,,,1.0,True,,paper_018:p0003
paper_018:r0030,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,breakdown,PhysicalEffect,result in,,microdischarges,PlasmaSource,a large number of microdischarges are observed when the pressure is of the order of 10^5 Pa,,,1.0,True,,paper_018:p0003
paper_018:r0031,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,limit,,current density,PhysicalQuantity,the dielectric limits the average current density in the gas space,,,1.0,True,,paper_018:p0003
paper_018:r0032,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,composed of,,glass,ElectrodeMaterial,Preferred materials for the dielectric barrier are glass or silica glass,,,1.0,True,,paper_018:p0003
paper_018:r0033,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,composed of,,silica glass,ElectrodeMaterial,Preferred materials for the dielectric barrier are glass or silica glass,,,1.0,True,,paper_018:p0003
paper_018:r0034,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,composed of,,ceramic materials,ElectrodeMaterial,in special cases also ceramic materials,,,1.0,True,,paper_018:p0003
paper_018:r0035,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,composed of,,enamel,ElectrodeMaterial,thin enamel or polymer layers,,,1.0,True,,paper_018:p0003
paper_018:r0036,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,composed of,,polymer,ElectrodeMaterial,thin enamel or polymer layers,,,1.0,True,,paper_018:p0003
paper_018:r0037,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,DBDs,PlasmaSource,operated at,,line frequency,PowerSupply,DBDs are normally operated between line frequency and about 10 MHz,,,1.0,True,,paper_018:p0003
paper_018:r0038,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,DBDs,PlasmaSource,operated at,,10 MHz,Unit,DBDs are normally operated between line frequency and about 10 MHz,,,1.0,True,,paper_018:p0003
paper_018:r0039,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,microdischarges,PlasmaSource,occur at,,10^5 Pa,PhysicalQuantity,when the pressure is of the order of 10^5 Pa,,,1.0,True,,paper_018:p0003
paper_018:r0040,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,filamentary mode,DischargeRegime,characterized by,,plasma formation,PhysicalEffect,plasma formation resulting in electrical conductivity are restricted to the microdischarges,,,1.0,True,,paper_018:p0003
paper_018:r0041,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,ozone generation,PlasmaApplication,associated with,,DBDs,PlasmaSource,this is a preferred pressure range for ozone generation,,,1.0,True,,paper_018:p0003
paper_018:r0042,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,excimer formation,PlasmaApplication,associated with,,DBDs,PlasmaSource,this is a preferred pressure range for excimer formation,,,1.0,True,,paper_018:p0003
paper_018:r0043,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,flue gas treatment,PlasmaApplication,associated with,,DBDs,PlasmaSource,this is a preferred pressure range for flue gas treatment,,,1.0,True,,paper_018:p0003
paper_018:r0044,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,pollution control,PlasmaApplication,associated with,,DBDs,PlasmaSource,this is a preferred pressure range for pollution control,,,1.0,True,,paper_018:p0003
paper_018:r0045,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,discharge gap,ElectrodeConfiguration,filled with,,gases,PlasmaMedium,discharge gap filled with a gas at about atmospheric pressure,,,1.0,True,,paper_018:p0003
paper_018:r0046,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,discharge gap,ElectrodeConfiguration,has width,,0.1 mm,Unit,discharge gap itself has a typical width ranging from less than 0.1 mm,,,1.0,True,,paper_018:p0003
paper_018:r0047,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,applied voltage,PowerSupply,required for,,initiating discharge,PhysicalEffect,voltages in the range of a few hundred V to several kV are required,,,1.0,True,,paper_018:p0003
paper_018:r0048,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Breakdown Phenomena,PhysicalEffect,leads_to,,Microdischarge Formation,PhysicalEffect,Breakdown Phenomena and Microdischarge Formation At atmospheric pressure electrical breakdown...,,,0.95,True,,paper_018:p0004
paper_018:r0049,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,atmospheric pressure,PhysicalQuantity,occurs_under,,microdischarges,PlasmaSource,At atmospheric pressure electrical breakdown in a large number of microdischarges is the normal situation...,,,0.9,True,,paper_018:p0004
paper_018:r0050,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,RF glow discharges,DischargeRegime,used_in,,plasma etching,PlasmaApplication,RF glow discharges and have found widespread applications in the semiconductor industry for plasma etching...,,,0.95,True,,paper_018:p0004
paper_018:r0051,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,equivalent circuit,Modelling,represents,,breakdown field,PhysicalEffect,In the equivalent circuit that this is symbolized by closing a switch...,,,0.9,True,,paper_018:p0004
paper_018:r0052,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,electron avalanches,PhysicalEffect,causes,,streamers,DischargeRegime,growing electron avalanches quickly produce such a high space charge that self-propagating streamers are formed...,,,0.95,True,,paper_018:p0004
paper_018:r0053,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric,ElectrodeMaterial,limits,,microdischarges,PlasmaSource,It limits the amount of charge and energy imparted to an individual microdischarge...,,,0.9,True,,paper_018:p0004
paper_018:r0054,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,radius,PhysicalQuantity,depends_on,,gas density,PhysicalQuantity,"The radius of a propagating streamer, for example, depends on the gas density...",,,0.9,True,,paper_018:p0004
paper_018:r0055,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,He-rich gas mixtures,PlasmaMedium,used_in,,microdischarges,PlasmaSource,Such phenomena are easily obtained in pure He or He-rich gas mixtures...,,,0.9,True,,paper_018:p0004
paper_018:r0056,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric,ElectrodeMaterial,serves_purpose,,microdischarges,PlasmaSource,The dielectric serves a dual purpose...,,,0.9,True,,paper_018:p0004
paper_018:r0057,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,Q,PhysicalQuantity,proportional_to,,discharge gap,PhysicalQuantity,Q is proportional to the width of the discharge gap d...,,,0.9,True,,paper_018:p0004
paper_018:r0058,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,electron avalanches,PhysicalEffect,produces,,space charge,PhysicalQuantity,growing electron avalanches quickly produce such a high space charge...,,,0.9,True,,paper_018:p0004
paper_018:r0059,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric,ElectrodeMaterial,determines,,surface discharge,DischargeRegime,The extension of the surface discharge determines the capacitive coupling...,,,0.9,True,,paper_018:p0004
paper_018:r0060,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,microdischarges,PlasmaSource,characterized_by,,transient glow discharge,DischargeRegime,The plasma filament can be characterized as a transient glow discharge...,,,0.9,True,,paper_018:p0004
paper_018:r0061,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,electron density,PhysicalQuantity,reaches,,10^14 to 10^15 cm^-3,Unit,At atmospheric pressure electron densities of 10 14 to 10 15 cm -3...,,,0.9,True,,paper_018:p0004
paper_018:r0062,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,current density,PhysicalQuantity,ranges_in,,100 to 1000 A cm^-2,Unit,current densities in the range of 100 to 1000 A cm -2...,,,0.9,True,,paper_018:p0004
paper_018:r0063,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,dielectric barrier,ElectrodeMaterial,prevents,,spark or arc,DischargeRegime,An intact dielectric guarantees that no spark or arc can occur...,,,0.9,True,,paper_018:p0004
paper_018:r0064,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,microdischarges,PlasmaSource,transports,,100 pC,PhysicalQuantity,Typical charges transported by individual microdischarges are of the order of 100 pC...,,,0.9,True,,paper_018:p0004
paper_018:r0065,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,microdischarges,PlasmaSource,dissipates_energy,,µJ,Unit,typical energies are of the order µJ...,,,0.9,True,,paper_018:p0004
paper_018:r0066,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,electron impact dissociation,PhysicalEffect,used_for,,ozone generation,PlasmaApplication,Electron impact dissociation of O 2 and N 2 has been investigated in connection with ozone generation...,,,0.9,True,,paper_018:p0004
paper_018:r0067,,paper_018,"DBDs Their history, discharge physics, and industrial applications",10.1023/a:1022470901385,,oxygen,Species,has_efficiency,,85%,PhysicalQuantity,up to 85% of the electron energy can be utilized for the dissociation process...,,,0.9,True,,paper_018:p0004
