relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_031:r0001,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,dielectric barrier discharge,PlasmaSource,used_in,,industrial applications,PlasmaApplication,"DBDs obtained wide use as the ""ozonizer discharges"" and later as ""corona surface treater"", in light sources, air cleaning and for the pumping of gas lasers",,,0.95,True,,paper_031:p0001
paper_031:r0002,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,dielectric barrier discharge,PlasmaSource,generates,,filamentary,DischargeRegime,Non-thermal plasmas generated by DBDs are usually filamentary,,,0.9,True,,paper_031:p0001
paper_031:r0003,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,diffuse DBDs,DischargeRegime,applied_in,,surface deposition applications,PlasmaApplication,Diffuse DBDs are attractive for surface deposition applications,,,0.9,True,,paper_031:p0001
paper_031:r0004,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,diffuse DBDs,DischargeRegime,classified_as,,atmospheric pressure Townsend discharges (APTDs),DischargeRegime,Diffuse DBDs are distinguished between atmospheric pressure Townsend discharges (APTDs) and atmospheric pressure glow discharges (APGDs),,,0.85,True,,paper_031:p0001
paper_031:r0005,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,N2O,Species,used_in,,thin film deposition,PlasmaApplication,"N2O is interesting for such studies from several viewpoints, namely as an electronegative compound, as an oxidising agent, and as a donator of oxygen atoms during thin film deposition",,,0.8,True,,paper_031:p0001
paper_031:r0006,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,N2 (A3Σ+u),Species,influences,,frequency,PhysicalQuantity,small additions of N2 (A3Σ+u) quenchers (e.g. O2 or NH3) limit the frequency range at which APTDs occur,,,0.8,True,,paper_031:p0001
paper_031:r0007,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,volume memory effects,PhysicalEffect,determine,,discharge regime,DischargeRegime,volume and surface memory effects are supposed to determine the discharge regime,,,0.8,True,,paper_031:p0001
paper_031:r0008,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,sine-driven DBDs,PlasmaSource,tested_for_generation_of,,APTD mode,DischargeRegime,the investigation of sine-driven DBDs ... to test if the APTD mode can also be generated,,,0.85,True,,paper_031:p0001
paper_031:r0009,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,Experimental set-up,Experiment,part_of,,diagnostics,Experiment,Experimental set-up and model description 2.1 Discharge arrangement and diagnostics,,,0.95,True,,paper_031:p0002
paper_031:r0010,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,symmetric,ElectrodeConfiguration,has_property,,double-sided,ElectrodeConfiguration,symmetric double-sided DBD arrangement,,,0.9,True,,paper_031:p0002
paper_031:r0011,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,alumina-covered metal electrodes,ElectrodeMaterial,component_of,,DBD,PlasmaSource,alumina-covered metal electrodes with a gap width of 1 mm,,,0.95,True,,paper_031:p0002
paper_031:r0012,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,gap width,PhysicalQuantity,has_unit,,mm,Unit,gap width of 1 mm,,,0.9,True,,paper_031:p0002
paper_031:r0013,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,pressure,PhysicalQuantity,has_unit,,bar,Unit,set the pressure in the cell to 1 bar,,,0.95,True,,paper_031:p0002
paper_031:r0014,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,gas mixtures,PlasmaTarget,contains,,N2,Species,investigated gas mixtures were varied from virtually pure N2 to 10 vol% N2O in N2,,,0.9,True,,paper_031:p0002
paper_031:r0015,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,impurity,PhysicalQuantity,has_unit,,ppm,Unit,≤ 30 ppm O2 impurity,,,0.85,True,,paper_031:p0002
paper_031:r0016,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,sinusoidal high-voltage (HV) power supply,PowerSupply,has_property,,sinusoidal,PlasmaProperties,custom-built sinusoidal high-voltage (HV) power supply,,,0.95,True,,paper_031:p0002
paper_031:r0017,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,frequency,PhysicalQuantity,has_unit,,kHz,Unit,10 kHz frequency (f rep),,,0.9,True,,paper_031:p0002
paper_031:r0018,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,fast ICCD camera,DiagnosticDevice,used_for,,spatio-temporal development,PlasmaProperties,recorded the spatio-temporal development of the DBDs,,,0.95,True,,paper_031:p0002
paper_031:r0019,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,oxygen sensor,DiagnosticDevice,measures,,impurity,PhysicalQuantity,examined by an oxygen sensor (Zirox SGM 7.4),,,0.9,True,,paper_031:p0002
paper_031:r0020,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,high frequency current transformer,DiagnosticDevice,has_unit,,V/A,Unit,high sensitivity (2.5 V/A),,,0.85,True,,paper_031:p0002
paper_031:r0021,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,"time-dependent, spatially one-dimensional fluid model",Modelling,used_in,,experimental results,Experiment,to support the interpretation of the experimental results,,,0.95,True,,paper_031:p0003
paper_031:r0022,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,applied voltage,PowerSupply,applied_to,,HV electrode,PlasmaSource,applied voltage at the HV electrode was used as an input,,,0.9,True,,paper_031:p0003
paper_031:r0023,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,Poisson equation,Modelling,calculates,,electric field,PhysicalQuantity,the Poisson equation delivered the potential and the axial electric field,,,0.9,True,,paper_031:p0003
paper_031:r0024,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,balance equations,Modelling,calculates,,particle densities,PhysicalQuantity,the particle densities and the energy density of the electrons were calculated by the balance equations,,,0.9,True,,paper_031:p0003
paper_031:r0025,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,drift-diffusion approximation,Modelling,determines,,fluxes,PhysicalQuantity,the fluxes of heavy particles were determined in the common drift-diffusion approximation,,,0.85,True,,paper_031:p0003
paper_031:r0026,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,improved drift-diffusion approximation,Modelling,used_for,,energy flux,PhysicalQuantity,an improved drift-diffusion approximation... was used,,,0.8,True,,paper_031:p0003
paper_031:r0027,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,charged particle fluxes,Modelling,accounts_for,,surface charges,PhysicalQuantity,accumulation of surface charges... was accounted for by the addition of charged particle fluxes,,,0.85,True,,paper_031:p0003
paper_031:r0028,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,reaction kinetics scheme,Modelling,includes,,heavy particle species,Species,included about 50 heavy particle species,,,0.9,True,,paper_031:p0003
paper_031:r0029,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,N 2 O admixture to N 2,PlasmaMedium,includes,,O 2 concentration,PhysicalQuantity,an O 2 concentration of 30 ppm was considered,,,0.8,True,,paper_031:p0003
paper_031:r0030,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,secondary emission of electrons,PhysicalEffect,considered_with,,secondary electron emission coefficient,PhysicalQuantity,considered with a secondary electron emission coefficient of 0.2,,,0.85,True,,paper_031:p0003
paper_031:r0031,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,secondary electron emission coefficient,PhysicalQuantity,upper_limit_for,,secondary electron emission,PhysicalEffect,appears to be an upper limit for the secondary electron emission,,,0.8,True,,paper_031:p0003
paper_031:r0032,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,partial reflection,PhysicalEffect,used_as,,boundary condition,Modelling,partial reflection... was used as boundary condition,,,0.8,True,,paper_031:p0003
paper_031:r0033,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,quasi-neutral,PlasmaProperties,used_as,,initial condition,Modelling,quasi-neutral state... was used as initial condition,,,0.85,True,,paper_031:p0003
paper_031:r0034,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,DischargeRegime: Diffuse regime,DischargeRegime,DEPENDS_ON,,PhysicalQuantity: amplitude,PhysicalQuantity,dependence on the amplitude of the sinusoidal HV,,,0.95,True,,paper_031:p0004
paper_031:r0035,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,DischargeRegime: Diffuse regime,DischargeRegime,IS_TYPE_OF,,PlasmaSource: APTD,PlasmaSource,pure APTD mode,,,0.98,True,,paper_031:p0004
paper_031:r0036,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,DischargeRegime: hybrid mode,DischargeRegime,COMBINES,,DischargeRegime: filamentary regime,DischargeRegime,Simultaneous diffuse and filamentary regime: 'hybrid mode',,,0.95,True,,paper_031:p0004
paper_031:r0037,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,Experiment: experimental results,Experiment,ANALYZES,,PhysicalEffect: discharge characterisation,PhysicalEffect,experimental results on the discharge characterisation,,,0.92,True,,paper_031:p0004
paper_031:r0038,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,ElectrodeConfiguration: DBD arrangement,ElectrodeConfiguration,USED_IN,,PlasmaApplication: DBD,PlasmaApplication,DBD arrangement under consideration,,,0.97,True,,paper_031:p0004
paper_031:r0039,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,PowerSupply: sinusoidal HV,PowerSupply,HAS_PROPERTY,,PlasmaProperties: sinusoidal,PlasmaProperties,sinusoidal HV at 10 kHz,,,0.99,True,,paper_031:p0004
paper_031:r0040,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,PhysicalQuantity: N2O concentration,PhysicalQuantity,PART_OF,,PlasmaMedium: N2O admixture,PlasmaMedium,N2O concentration in N2... N2O admixture,,,0.96,True,,paper_031:p0004
paper_031:r0041,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,PlasmaMedium: N2O admixture,PlasmaMedium,INFLUENCES,,DischargeRegime: Diffuse regime,DischargeRegime,varying the N2O concentration... in dependence on the amplitude,,,0.93,True,,paper_031:p0004
paper_031:r0042,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,DBD,PlasmaSource,operated_in,,virtually pure N 2,PlasmaMedium,DBD in virtually pure N 2 in a 1 mm gap ignited at a voltage of 12.6 kV pp,,,0.95,True,,paper_031:p0005
paper_031:r0043,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,ICCD images,Experiment,used_to_observe,,discharge morphology,PlasmaProperties,An example of the discharge morphology is presented in Fig. 3 spectrally integrated ICCD images,,,0.9,True,,paper_031:p0005
paper_031:r0044,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,emission structure,PlasmaProperties,observed_in,,N 2 O admixtures 2,PlasmaMedium,This diffuse emission structure in the gap was found for all N 2 O admixtures 2 up to 5 vol%,,,0.85,True,,paper_031:p0005
paper_031:r0045,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,voltage,PhysicalQuantity,causes,,discharge,PhysicalEffect,ignited at a voltage of 12.6 kV pp (4.5 kV RMS),,,0.95,True,,paper_031:p0005
paper_031:r0046,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,emission intensity,PhysicalQuantity,decreases_with,,N 2 O content,PlasmaMedium,the emission intensity dropped significantly... for 5 vol% N 2 O,,,0.9,True,,paper_031:p0005
paper_031:r0047,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,sinusoidal waveform,PowerSupply,drives,,DBD,PlasmaSource,sinusoidal waveform with 12.6 kV pp,,,0.9,True,,paper_031:p0005
paper_031:r0048,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,Townsend discharge,DischargeRegime,characterized_by,,exponentially increasing intensity,PhysicalEffect,exponentially increasing intensity towards the anode is a characteristic of a Townsend discharge,,,0.85,True,,paper_031:p0005
paper_031:r0049,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,ICCD recordings,Experiment,confirm,,diffuse discharge,DischargeRegime,ICCD recordings of single events clearly confirm the generation of a diffuse discharge,,,0.95,True,,paper_031:p0005
paper_031:r0050,,paper_031,Exploring the mechanisms leading to diffuse and filamentary modes in dielectric barrier discharges in N2 with N2O admixtures,10.1140/epjd/s10053-023-00601-z,,N 2,Species,responsible_for,,emission,PhysicalEffect,Electronic excitation of N 2... is responsible for the major part of the emission,,,0.9,True,,paper_031:p0005
