relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_017:r0001,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,dielectric barrier discharges,PlasmaSource,determined_by,,volume and surface memory effects,PhysicalEffect,The phenomenology and breakdown mechanism of dielectric barrier discharges are strongly determined by volume and surface memory effects.,,,0.95,True,,paper_017:p0001
paper_017:r0002,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,pre-ionization,PhysicalEffect,influenced_by,,residual species,Species,the pre-ionization provided by residual species in the volume or surface charges on the dielectrics influences the breakdown behavior,,,0.9,True,,paper_017:p0001
paper_017:r0003,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,pre-ionization,PhysicalEffect,influenced_by,,surface charges,PhysicalQuantity,the pre-ionization provided by residual species in the volume or surface charges on the dielectrics influences the breakdown behavior,,,0.9,True,,paper_017:p0001
paper_017:r0004,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,surface charges,PhysicalQuantity,located_on,,dielectrics,ElectrodeMaterial,surface charges on the dielectrics,,,0.85,True,,paper_017:p0001
paper_017:r0005,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,streak camera imaging,DiagnosticDevice,used_in,,diagnostics,Experiment,investigated by advanced diagnostics such as streak camera imaging,,,0.9,True,,paper_017:p0001
paper_017:r0006,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,residual charges,PhysicalQuantity,affects,,microdischarge breakdown,PhysicalEffect,an increasing number of residual charges in the volume changes the microdischarge breakdown,,,0.95,True,,paper_017:p0001
paper_017:r0007,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,residual charges,PhysicalQuantity,located_in,,volume,PhysicalQuantity,residual charges in the volume,,,0.85,True,,paper_017:p0001
paper_017:r0008,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,seed electrons,Species,important_for,,pre-ionization,PhysicalEffect,seed electrons are important for the pre-ionization if the density of residual charges in the volume is low,,,0.9,True,,paper_017:p0001
paper_017:r0009,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,negative ions,Species,source_of,,seed electrons,Species,One source of seed electrons are negative ions,,,0.85,True,,paper_017:p0001
paper_017:r0010,,paper_017,Impact of volume and surface processes on the pre-ionization of DBDs - advanced diagnostics and fluid modeling,10.1140/epjd/e2017-80369-1,,electrons,Species,desorbed_from,,cathodic dielectric,ElectrodeMaterial,Electrons desorbed from the cathodic dielectric,,,0.9,True,,paper_017:p0001
