relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_022:r0001,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Diffuse barrier discharges (BDs),DischargeRegime,characterized_by,,discharge current,PhysicalQuantity,characterized by the periodicity of their discharge current,,,0.95,True,,paper_022:p0001
paper_022:r0002,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Diffuse barrier discharges (BDs),DischargeRegime,characterized_by,,uniform coverage,PlasmaProperties,uniform coverage of the entire electrode surface by the plasma,,,0.95,True,,paper_022:p0001
paper_022:r0003,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Diffuse barrier discharges (BDs),DischargeRegime,investigated_by,,plasma diagnostics,Experiment,investigated by plasma diagnostics,,,0.9,True,,paper_022:p0001
paper_022:r0004,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Diffuse barrier discharges (BDs),DischargeRegime,investigated_by,,numerical modelling,Modelling,investigated by ... numerical modelling,,,0.9,True,,paper_022:p0001
paper_022:r0005,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,transition,PhysicalEffect,transition_to,,filamentary mode,DischargeRegime,transition to the usual filamentary mode,,,0.95,True,,paper_022:p0001
paper_022:r0006,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,transition,PhysicalEffect,caused_by,,admixture of oxygen,PlasmaMedium,caused by the admixture of oxygen,,,0.9,True,,paper_022:p0001
paper_022:r0007,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,admixture of oxygen,PlasmaMedium,range_of,,0-1200 ppm,Unit,in the range of 0-1200 ppm,,,0.85,True,,paper_022:p0001
paper_022:r0008,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,higher admixtures,PlasmaMedium,generated_by,,micro-discharges,DischargeRegime,micro-discharges are generated,,,0.9,True,,paper_022:p0001
paper_022:r0009,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,numerical modelling,Modelling,plays_major_role_in,,secondary electron emission,PhysicalEffect,secondary electron emission ... plays a major role,,,0.95,True,,paper_022:p0001
paper_022:r0010,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,secondary electron emission,PhysicalEffect,by,,N 2 (A 3 u ) metastable states,Species,by N 2 (A 3 u ) metastable states,,,0.9,True,,paper_022:p0001
paper_022:r0011,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,quenching,PhysicalEffect,of,,N 2 (A 3 u ) metastable states,Species,quenching of these states by O 2 and NO,,,0.9,True,,paper_022:p0001
paper_022:r0012,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,quenching,PhysicalEffect,by,,O 2,ElectrodeMaterial,quenching of these states by O 2 and NO,,,0.9,True,,paper_022:p0001
paper_022:r0013,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,quenching,PhysicalEffect,by,,NO,ElectrodeMaterial,quenching of these states by O 2 and NO,,,0.9,True,,paper_022:p0001
paper_022:r0014,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,delivery of electrons,PhysicalQuantity,delivery_of,,electrons,Species,delivery of electrons will be decreased,,,0.85,True,,paper_022:p0001
paper_022:r0015,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,admixture of oxygen,PlasmaMedium,increased,,1000 ppm,Unit,when the oxygen amount is increased,,,0.85,True,,paper_022:p0001
paper_022:r0016,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Diffuse barrier discharges (BDs),DischargeRegime,generated_in,,gases,PlasmaMedium,"Diffuse barrier discharges (BDs), ... are known to be generated in the gases nitrogen, helium and neon",,,0.95,True,,paper_022:p0002
paper_022:r0017,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Diffuse BDs,DischargeRegime,contrasted_with,,filamentary mode,DischargeRegime,The difference to the common filamentary mode ... is in the periodicity of the discharge,,,0.9,True,,paper_022:p0002
paper_022:r0018,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Diffuse BDs in nitrogen,DischargeRegime,characterized_by,,Townsend-like discharge,PhysicalEffect,It has been shown that a 'Townsend-like' discharge is generated in nitrogen,,,0.95,True,,paper_022:p0002
paper_022:r0019,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Townsend-like discharge,PhysicalEffect,caused_by,,presence of charge carriers at low electric field,PhysicalQuantity,the decisive criterion for a Townsend-breakdown ... is the presence of charge carriers at low electric field,,,0.9,True,,paper_022:p0002
paper_022:r0020,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,oxygen admixtures,PlasmaMedium,induce,,micro-discharges,DischargeRegime,oxygen admixtures of some hundreds parts-per-million (ppm) lead to the generation of the micro-discharges,,,0.95,True,,paper_022:p0002
paper_022:r0021,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Penning-ionization,PhysicalEffect,involves,,nitrogen metastable states N2(A3Σu),Species,Penning-ionization due to collision of nitrogen metastable states N2(A3Σu) and N2(a1Δu),,,0.9,True,,paper_022:p0002
paper_022:r0022,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,spectroscopic measurements,DiagnosticDevice,confirm,,presence of nitrogen metastables,Species,The presence of nitrogen metastables in the discharge has been proven by spectroscopic measurements,,,0.95,True,,paper_022:p0002
paper_022:r0023,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,oxygen molecules,Species,quench,,nitrogen metastable states,Species,the much more effective quenching of the metastable states by oxygen molecules than by nitrogen,,,0.9,True,,paper_022:p0002
paper_022:r0024,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,electron desorption,PhysicalEffect,occurs_from,,dielectric surface,ElectrodeMaterial,electron desorption from the dielectric surface,,,0.85,True,,paper_022:p0002
paper_022:r0025,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,numerical modelling,Modelling,used_in,,plasma diagnostics,Experiment,Diffuse BDs in nitrogen driven by sinusoidial voltages ... have been investigated by plasma diagnostics and numerical modelling,,,0.9,True,,paper_022:p0002
paper_022:r0026,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,discharge cell,Experiment,composed of,,stainless steel,ElectrodeMaterial,two plane squared electrodes ... made of stainless steel,,,0.95,True,,paper_022:p0003
paper_022:r0027,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,glass plates,ElectrodeMaterial,is a type of,,dielectrics,ElectrodeMaterial,Glass plates ... were used as dielectrics,,,0.9,True,,paper_022:p0003
paper_022:r0028,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,glass plates,ElectrodeMaterial,has property,,thickness,PhysicalQuantity,thickness l1 = 2.05 mm and l2 = 2.3 mm,,,0.95,True,,paper_022:p0003
paper_022:r0029,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,vacuum chamber,DiagnosticDevice,has property,,pressure,PhysicalQuantity,pumped down to 0.1 mbar,,,0.9,True,,paper_022:p0003
paper_022:r0030,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,flowing gas,PlasmaMedium,composed of,,nitrogen,Species,flowing gas ... consisting of nitrogen,,,0.95,True,,paper_022:p0003
paper_022:r0031,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,flowing gas,PlasmaMedium,contains,,oxygen,Species,small admixtures of oxygen ([O2] = 0-1200 ppm),,,0.9,True,,paper_022:p0003
paper_022:r0032,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,mass flow controllers,DiagnosticDevice,used to control,,flowing gas,PlasmaMedium,composed by using mass flow controllers,,,0.95,True,,paper_022:p0003
paper_022:r0033,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,oscilloscope,DiagnosticDevice,measures,,applied sinusoidal voltage,PowerSupply,applied sinusoidal voltage ... recorded by an oscilloscope,,,0.9,True,,paper_022:p0003
paper_022:r0034,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,oscilloscope,DiagnosticDevice,measures,,discharge current,PhysicalQuantity,the total discharge current were recorded by an oscilloscope,,,0.9,True,,paper_022:p0003
paper_022:r0035,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,monochromator,DiagnosticDevice,used to measure,,emission spectrum,PlasmaProperties,optical emission spectrum was investigated using a scanning monochromator,,,0.95,True,,paper_022:p0003
paper_022:r0036,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,gas flow,PhysicalQuantity,has value,,1000 sccm,Unit,total gas flow was kept constant at 1000 sccm,,,0.95,True,,paper_022:p0003
paper_022:r0037,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,discharge,PhysicalEffect,sustained in,,flowing regime,DischargeRegime,discharge was sustained in the flowing regime,,,0.9,True,,paper_022:p0003
paper_022:r0038,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,TC-SPC device,DiagnosticDevice,provides,,time resolution,PhysicalQuantity,realizes an optical oscilloscope with a time resolution of t = 1.1-0.5 µs,,,0.9,True,,paper_022:p0003
paper_022:r0039,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,BD,PlasmaSource,has_discharge_regime,,Townsend-like,DischargeRegime,the experimentally observed discharge mode is a Townsend-like discharge,,,0.95,True,,paper_022:p0004
paper_022:r0040,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,admixture of oxygen,PlasmaMedium,has_volume_percentage,,0.1 vol%,Unit,the admixture of oxygen does not exceed 0.1 vol% of the total gas volume,,,0.9,True,,paper_022:p0004
paper_022:r0041,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,N2 (C 3 Πu),Species,is_part_of,,present model,Modelling,"the following particles were taken into account: N2, O2, O3, N, O, N2 (A 3 Σu), NO and O( 1 S)",,,0.95,True,,paper_022:p0004
paper_022:r0042,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,quenching,PhysicalEffect,affects,,metastable states of nitrogen,Species,the most important effect of oxygen is the quenching of metastable states of nitrogen,,,0.9,True,,paper_022:p0004
paper_022:r0043,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,excitation rates,PhysicalEffect,independent_of,,O2 density,PhysicalQuantity,excitation rates by electron impact will also be independent of the density of oxygen,,,0.85,True,,paper_022:p0004
paper_022:r0044,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,O2,Species,affects,,electron distribution function,PhysicalQuantity,the presence of some hundreds ppm of O2 does not change the electron distribution function significantly,,,0.8,True,,paper_022:p0004
paper_022:r0045,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,metastable states,Species,involved_in,,collisions,PhysicalEffect,collisions of these states with the cathode surface,,,0.85,True,,paper_022:p0004
paper_022:r0046,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,electron density,PhysicalQuantity,assumed_constant,,model,Modelling,the assumption on the constant electron density and electric field allow one to include them in the model as an external parameter,,,0.9,True,,paper_022:p0004
paper_022:r0047,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,self-consistent modelling,Modelling,produced,,electron density,PhysicalQuantity,self-consistent modelling of the diffuse BD in pure nitrogen under experimental conditions gave the space-and time-averaged electron density,,,0.9,True,,paper_022:p0004
paper_022:r0048,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,diffusion frequency,PhysicalQuantity,used_in_model,,present model,Modelling,the diffusion frequency ν = D(π/L) 2 of as high as 500 s -1 was used,,,0.85,True,,paper_022:p0004
paper_022:r0049,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Spatially and temporally resolved modelling,Modelling,uses,,continuity equations,Modelling,The one-dimensional model of the homogeneous BD is based on the continuity equations,,,0.95,True,,paper_022:p0005
paper_022:r0050,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,continuity equations,Modelling,involves,,electrons,PlasmaMedium,continuity equations for electrons and positive ions,,,0.9,True,,paper_022:p0005
paper_022:r0051,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,continuity equations,Modelling,involves,,positive ions,PlasmaMedium,continuity equations for electrons and positive ions,,,0.9,True,,paper_022:p0005
paper_022:r0052,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,balance equations,Modelling,involves,,excited states,Species,balance equations for excited states,,,0.85,True,,paper_022:p0005
paper_022:r0053,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,Poisson equation,Modelling,determines,,electric field,PhysicalQuantity,The electric field is determined by the Poisson equation,,,0.9,True,,paper_022:p0005
paper_022:r0054,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,boundary condition,Modelling,specifies,,zero ion density,PhysicalQuantity,zero ion density at the cathode,,,0.85,True,,paper_022:p0005
paper_022:r0055,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,emission current,PhysicalQuantity,comprises,,secondary electrons,PhysicalEffect,emission of secondary electrons by metastable states,,,0.9,True,,paper_022:p0005
paper_022:r0056,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,emission current,PhysicalQuantity,comprises,,photoemission,PhysicalEffect,photoemission by resonance radiation,,,0.9,True,,paper_022:p0005
paper_022:r0057,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,resonance radiation,PhysicalEffect,involves,,nitrogen molecules,Species,resonance radiation of high-excited nitrogen molecules,,,0.85,True,,paper_022:p0005
paper_022:r0058,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,oxygen ions,Species,produced_from,,N+4 ions,Species,oxygen ions are produced due to the recharge of N+4 ions,,,0.9,True,,paper_022:p0005
paper_022:r0059,,paper_022,Diffuse barrier discharges in N2 with small admixtures of N2 - discharge mechanism and transition to the filamentary regime,10.1088/0022-3727/38/13/017,,N+4 ions,Species,has_property,,mobility 1.6 cm²/(V·s),PhysicalQuantity,mobility of N+4 is 1.6 cm²/(V·s),,,0.9,True,,paper_022:p0005
