relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_024:r0001,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,electrode proximity,PhysicalEffect,influences,,streamer breakdown,PhysicalEffect,the impact of the electrode proximity on the streamer breakdown,,,1.0,True,,paper_024:p0001
paper_024:r0002,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,gap distance,PhysicalQuantity,varied with,,applied voltage,PowerSupply,the applied voltage was adapted correspondingly to create comparable breakdown conditions,,,0.9,True,,paper_024:p0001
paper_024:r0003,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,dielectric barrier discharges,PlasmaSource,observed using,,iCCD,DiagnosticDevice,the development of the DBDs was recorded by an iCCD,,,1.0,True,,paper_024:p0001
paper_024:r0004,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,gap distance,PhysicalQuantity,affects,,streamer propagation,PhysicalEffect,breakdown in a smaller gap is characterised by a slower streamer propagation,,,1.0,True,,paper_024:p0001
paper_024:r0005,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,gap distance,PhysicalQuantity,affects,,acceleration,PhysicalEffect,breakdown in a smaller gap is characterised by ... significantly higher acceleration,,,1.0,True,,paper_024:p0001
paper_024:r0006,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,cathode proximity,ElectrodeConfiguration,impacts,,discharge characteristics,PlasmaProperties,the proximity of the cathode has a strong impact on the characteristics of the streamer breakdown,,,1.0,True,,paper_024:p0001
paper_024:r0007,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,gas mixture,PlasmaMedium,composed of,,O 2,Species,gas mixture of 0.1 vol% O 2 in N 2,,,1.0,True,,paper_024:p0001
paper_024:r0008,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,gas mixture,PlasmaMedium,composed of,,N 2,Species,gas mixture of 0.1 vol% O 2 in N 2,,,1.0,True,,paper_024:p0001
paper_024:r0009,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,fast electrical measurements,Experiment,provides insight into,,discharge characteristics,PlasmaProperties,fast electrical measurements provided insight into discharge characteristics,,,1.0,True,,paper_024:p0001
paper_024:r0010,,paper_024,Impact of the electrode proximity on the streamer breakdown and development of pulsed dielectric barrier discharges,10.1088/1361-6595/ac511f,,discharge structure,PlasmaProperties,independent of,,gap distance,PhysicalQuantity,discharge structure ... same independent of the actual gap distance,,,1.0,True,,paper_024:p0001
