relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_021:r0001,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas flow rate,PhysicalQuantity,influences,,breakdown voltage,PhysicalEffect,higher flow rate... increased breakdown voltage,,,0.95,True,,paper_021:p0001
paper_021:r0002,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas flow rate,PhysicalQuantity,influences,,DBD current maximum,PhysicalEffect,higher flow rate... increased DBD current maximum,,,0.95,True,,paper_021:p0001
paper_021:r0003,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas flow rate,PhysicalQuantity,influences,,discharge inception jitter,PhysicalEffect,higher flow rate... higher discharge inception jitter,,,0.95,True,,paper_021:p0001
paper_021:r0004,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas flow rate,PhysicalQuantity,influences,,emission diameter,PhysicalEffect,higher flow rate... larger emission diameter,,,0.95,True,,paper_021:p0001
paper_021:r0005,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas flow rate,PhysicalQuantity,affects,,filament position,PhysicalEffect,shift of the filament position... for low gas flow rates,,,0.9,True,,paper_021:p0001
paper_021:r0006,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,residence time,PhysicalQuantity,explained by,,convective transport of particles,PhysicalEffect,change of the residence time... due to the convective transport,,,0.9,True,,paper_021:p0001
paper_021:r0007,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas mixture,PlasmaMedium,composed of,,O2,Species,gas mixture of 0.1 vol. % O2 in N2,,,0.95,True,,paper_021:p0001
paper_021:r0008,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas mixture,PlasmaMedium,composed of,,N2,Species,gas mixture of 0.1 vol. % O2 in N2,,,0.95,True,,paper_021:p0001
paper_021:r0009,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,electrical and optical diagnostics,Experiment,accompanied by,,fluid dynamics,Modelling,accompanied by fluid dynamics and electrostatics simulations,,,0.95,True,,paper_021:p0001
paper_021:r0010,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,electrical and optical diagnostics,Experiment,accompanied by,,electrostatics simulations,Modelling,accompanied by fluid dynamics and electrostatics simulations,,,0.95,True,,paper_021:p0001
paper_021:r0011,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,dielectric barrier discharges,PlasmaSource,powered by,,pulsed,PowerSupply,pulsed dielectric barrier discharges,,,0.95,True,,paper_021:p0001
paper_021:r0012,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,volume pre-ionization,PhysicalEffect,related to,,residence time,PhysicalQuantity,volume pre-ionization—for changed flow conditions due to the convective transport,,,0.9,True,,paper_021:p0001
paper_021:r0013,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,experimental set-up,Experiment,uses,,DBD,PlasmaSource,experiments ... performed using an established DBD arrangement,,,0.95,True,,paper_021:p0002
paper_021:r0014,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,DBD,PlasmaSource,driven_by,,positive unipolar square wave pulses,PowerSupply,DBDs under consideration were driven by positive unipolar square wave pulses,,,0.95,True,,paper_021:p0002
paper_021:r0015,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,pulse generator,DiagnosticDevice,specifies,,rising and falling slopes,PowerSupply,steepness ... specified by the pulse generator,,,0.9,True,,paper_021:p0002
paper_021:r0016,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,iCCD camera,DiagnosticDevice,connected_to,,far-field microscope,DiagnosticDevice,iCCD camera ... connected to a far-field microscope,,,0.85,True,,paper_021:p0002
paper_021:r0017,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,Electrical measurements,Experiment,uses,,current probes,DiagnosticDevice,Electrical measurements ... performed with ... current probes,,,0.9,True,,paper_021:p0002
paper_021:r0018,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,Electrical measurements,Experiment,uses,,digital phosphor oscilloscope,DiagnosticDevice,recorded by a digital phosphor oscilloscope,,,0.9,True,,paper_021:p0002
paper_021:r0019,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas flow,PlasmaMedium,located_in,,discharge cell,ElectrodeConfiguration,gas inlet and outlet ... located ... discharge cell,,,0.9,True,,paper_021:p0002
paper_021:r0020,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,3D model,Modelling,based_on,,exact geometry of the discharge cell,ElectrodeConfiguration,based on the exact geometry of the discharge cell,,,0.9,True,,paper_021:p0002
paper_021:r0021,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,laminar flow module,Modelling,applied_for,,gas dynamics,PlasmaMedium,"laminar flow module ... applied, assuming a constant gas temperature",,,0.85,True,,paper_021:p0002
paper_021:r0022,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,mass flow controllers,DiagnosticDevice,controls,,flow rate,PhysicalQuantity,total flow rate ... varied by mass flow controllers,,,0.95,True,,paper_021:p0002
paper_021:r0023,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,gas,ElectrodeMaterial,has_property,,temperature,PhysicalQuantity,assuming a constant gas temperature of 293.15 K,,,0.9,True,,paper_021:p0002
paper_021:r0024,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,half-spherical electrodes,ElectrodeConfiguration,applied_with,,10 kV,PhysicalQuantity,constant voltage of 10 kV was applied at the powered electrode,,,0.9,True,,paper_021:p0002
paper_021:r0025,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,COMSOL model,Modelling,measures,,velocity,PhysicalQuantity,gas velocity magnitudes obtained from the COMSOL model,,,0.95,True,,paper_021:p0003
paper_021:r0026,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,flow rate,PowerSupply,influences,,velocity magnitude,PhysicalQuantity,"velocity magnitude profiles... for input flow rates U tot ¼ 100, 200, 500, and 1000 sccm",,,0.9,True,,paper_021:p0003
paper_021:r0027,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,flow rate,PowerSupply,correlates_with,,residence time,PhysicalQuantity,residence time (t res ) of a unit gas volume... decreases as U À1 tot,,,0.95,True,,paper_021:p0003
paper_021:r0028,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,residence time,PhysicalQuantity,affects,,discharge properties,PlasmaProperties,pre-conditions for the ignition... directly affected by the residence time,,,0.9,True,,paper_021:p0003
paper_021:r0029,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,flow rate,PowerSupply,causes,,breakdown delay,PhysicalEffect,breakdown delay with increasing gas flow rate,,,0.85,True,,paper_021:p0003
paper_021:r0030,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,flow rate,PowerSupply,correlates_with,,DBD current maxima,PhysicalQuantity,DBD current maxima increase with increasing gas flow rate,,,0.88,True,,paper_021:p0003
paper_021:r0031,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,residence time,PhysicalQuantity,inversely_correlates_with,,DBD emission diameter,PhysicalQuantity,discharge diameter decreased with increasing t res,,,0.92,True,,paper_021:p0003
paper_021:r0032,,paper_021,Impact of gas flow rate on breakdown of filamentary dielectric barrier discharges,10.1063/1.4943278,,flow rate,PowerSupply,influences,,discharge channel position,PhysicalQuantity,spatial shift of the mean channel positions... for U tot ¼ 100 and 200 sccm,,,0.87,True,,paper_021:p0003
