relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_011:r0001,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,experiments,Experiment,studies,,spatial and temporal structure,PlasmaProperties,experiments on the spatial and temporal structure,,,1.0,True,,paper_011:p0001
paper_011:r0002,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,experiments,Experiment,studies,,breakdown process,PhysicalEffect,experiments on the breakdown process,,,1.0,True,,paper_011:p0001
paper_011:r0003,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,streak,DiagnosticDevice,used_in,,streak and iCCD images,Experiment,simultaneous streak and iCCD images,,,1.0,True,,paper_011:p0001
paper_011:r0004,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,iCCD,DiagnosticDevice,used_in,,streak and iCCD images,Experiment,simultaneous streak and iCCD images,,,1.0,True,,paper_011:p0001
paper_011:r0005,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,filaments,DischargeRegime,observed_in,,dielectric barrier discharge,PlasmaSource,individual filaments in a pulsed driven dielectric barrier discharge,,,1.0,True,,paper_011:p0001
paper_011:r0006,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,dielectric barrier discharge,PlasmaSource,operated_in,,gas mixture,PlasmaMedium,in a gas mixture of 0.1 vol% O2 in N2,,,1.0,True,,paper_011:p0001
paper_011:r0007,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,gas mixture,PlasmaMedium,has_property,,atmospheric pressure,PlasmaProperties,at atmospheric pressure,,,1.0,True,,paper_011:p0001
paper_011:r0008,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,current,Experiment,measures,,transferred charge,PhysicalQuantity,current and voltage measurements... give access to... transferred charge,,,0.9,True,,paper_011:p0001
paper_011:r0009,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,voltage measurements,Experiment,measures,,power,PhysicalQuantity,current and voltage measurements... give access to... power,,,0.9,True,,paper_011:p0001
paper_011:r0010,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,asymmetric pulses,PowerSupply,affects,,spatial structure,PlasmaProperties,significant difference in the spatial structure,,,1.0,True,,paper_011:p0001
paper_011:r0011,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,asymmetric pulses,PowerSupply,affects,,temporal behaviour,PlasmaProperties,significant difference in the temporal behaviour,,,1.0,True,,paper_011:p0001
paper_011:r0012,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,asymmetric pulses,PowerSupply,related_to,,MDs,PlasmaSource,difference... between the rising and falling slopes of the high voltage pulse,,,1.0,True,,paper_011:p0001
paper_011:r0013,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,symmetric pulses,PowerSupply,related_to,,sinusoidal DBD,PlasmaSource,in accordance with a sinusoidal DBD operation,,,1.0,True,,paper_011:p0001
paper_011:r0014,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,time,PhysicalQuantity,related_to,,rising and falling slopes,PowerSupply,the time between rising and falling slopes is reversed,,,0.8,True,,paper_011:p0001
paper_011:r0015,,paper_011,On the spatio-temporal development of pulsed barrier discharges - influence of duty cycle variation,10.1088/0022-3727/45/24/245201,,atmospheric pressure discharges,DischargeRegime,applied_in,,technological applications,PlasmaApplication,atmospheric pressure discharges for technological applications,,,0.9,True,,paper_011:p0002
