relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_028:r0001,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,streamer propagation,PhysicalEffect,occurs_on,,dielectric surface,PlasmaTarget,streamer propagation on a dielectric surface,,,1.0,True,,paper_028:p0001
paper_028:r0002,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,surface discharges,DischargeRegime,generated_by,,coaxial pin-to-pin arrangement,ElectrodeConfiguration,coaxial pin-to-pin arrangement was used to generate single surface discharges,,,1.0,True,,paper_028:p0001
paper_028:r0003,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,single discharges,DischargeRegime,recorded_with,,ICCD,DiagnosticDevice,The development of surface discharges was recorded by ICCD and streak cameras,,,1.0,True,,paper_028:p0001
paper_028:r0004,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,pin electrodes,ElectrodeConfiguration,attached_to,,dielectric plate,ElectrodeConfiguration,pin electrodes attached directly to the dielectric plate,,,1.0,True,,paper_028:p0001
paper_028:r0005,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,positive polarity,PhysicalQuantity,causes,,cathode-directed streamer,PhysicalEffect,Positive polarity of the metallic electrode ... led to a cathode-directed streamer,,,1.0,True,,paper_028:p0001
paper_028:r0006,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,O2 content,PlasmaMedium,affects,,discharge duration,PhysicalEffect,increase in the O2 content ... resulted in a decrease in discharge duration,,,1.0,True,,paper_028:p0001
paper_028:r0007,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,nitrogen-oxygen gas mixtures,PlasmaMedium,has_property,,atmospheric pressure,PlasmaProperties,nitrogen-oxygen gas mixtures at atmospheric pressure,,,1.0,True,,paper_028:p0001
paper_028:r0008,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,single discharges,DischargeRegime,exhibits,,non-uniform and branched structure,PlasmaProperties,images of single discharges showed a non-uniform and branched structure,,,1.0,True,,paper_028:p0001
paper_028:r0009,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,electrode polarity,PhysicalQuantity,influences,,discharge expansion,PhysicalEffect,The electrode polarity influenced the discharge expansion,,,1.0,True,,paper_028:p0001
paper_028:r0010,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,positive polarity,PhysicalQuantity,correlated_with,,higher propagation velocities,PhysicalQuantity,positive polarity ... led to ... higher propagation velocities (5 × 10⁵ m/s),,,1.0,True,,paper_028:p0001
paper_028:r0011,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,dielectric barrier discharges,PlasmaSource,creates,,transient,DischargeRegime,create a transient non-thermal plasma,,,0.95,True,,paper_028:p0002
paper_028:r0012,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,dielectric barrier discharges,PlasmaSource,has_property,,non-thermal,PlasmaProperties,create a transient non-thermal plasma,,,0.95,True,,paper_028:p0002
paper_028:r0013,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,surface dielectric barrier discharges,PlasmaSource,used_for,,gas flow control,PlasmaApplication,are frequently used for e.g. gas flow control,,,0.9,True,,paper_028:p0002
paper_028:r0014,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,surface dielectric barrier discharges,PlasmaSource,used_for,,surface cleaning,PlasmaApplication,are frequently used for e.g. gas flow control or surface cleaning,,,0.9,True,,paper_028:p0002
paper_028:r0015,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,surface discharges,DischargeRegime,used_for,,exhaust cleaning,PlasmaApplication,used surface discharges for exhaust cleaning of automobile gases,,,0.85,True,,paper_028:p0002
paper_028:r0016,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,surface discharges,DischargeRegime,used_in,,honeycomb reactor,DiagnosticDevice,in an especially designed honeycomb reactor,,,0.85,True,,paper_028:p0002
paper_028:r0017,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,surface nonthermal plasmas,PlasmaProperties,used_for,,actuators,PlasmaApplication,actuators on the basis of surface nonthermal plasmas,,,0.8,True,,paper_028:p0002
paper_028:r0018,,paper_028,Discharge propagation on a dielectric surface in a single-filament arrangement,10.1140/epjd/e2020-10082-y,,sinusoidal,PowerSupply,applied_to,,SDBDs,PlasmaSource,influences of sinusoidal... voltages of SDBDs,,,0.8,True,,paper_028:p0002
