relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_015:r0001,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,volume discharge,DischargeRegime,forms between,,metal tip,ElectrodeConfiguration,Volume discharge forms between the metal tip and the dielectric surface,,,0.95,True,,paper_015:p0001
paper_015:r0002,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,volume discharge,DischargeRegime,spreads over,,dielectric surface,ElectrodeConfiguration,Volume discharge forms between the metal tip and the dielectric surface and spreads over the dielectric surface,,,0.9,True,,paper_015:p0001
paper_015:r0003,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,breakdown and discharge behaviors,PhysicalEffect,depends on,,polarity,PhysicalQuantity,Breakdown and discharge behaviors depend on the polarity of the charged electrode,,,0.95,True,,paper_015:p0001
paper_015:r0004,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,volume discharge,DischargeRegime,features,,stronger and longer-lasting emission,PhysicalEffect,volume discharge features a stronger and longer-lasting emission,,,0.9,True,,paper_015:p0001
paper_015:r0005,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,surface discharge,DischargeRegime,develops on,,glass electrode,ElectrodeConfiguration,surface discharge developing on the opposite glass electrode,,,0.85,True,,paper_015:p0001
paper_015:r0006,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,surface discharge,DischargeRegime,sustained by,,embedded mesh,ElectrodeConfiguration,sustained by the embedded mesh,,,0.8,True,,paper_015:p0001
paper_015:r0007,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,surface discharge,DischargeRegime,depends on,,charge deposition,PhysicalEffect,depends on the relative polarity of the dielectrics caused by the charge deposition,,,0.85,True,,paper_015:p0001
paper_015:r0008,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,discharge emission,PlasmaProperties,brighter for,,metal cathode,ElectrodeConfiguration,The discharge emission is brighter for the metal cathode,,,0.9,True,,paper_015:p0001
paper_015:r0009,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,discharge emission,PlasmaProperties,brighter for,,dielectric anode,ElectrodeConfiguration,The discharge emission is brighter for the metal cathode and dielectric anode,,,0.9,True,,paper_015:p0001
paper_015:r0010,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,branching discharge,DischargeRegime,forms,,star-like structure,Modelling,branching discharge developing and spreading in a star-like structure,,,0.85,True,,paper_015:p0001
paper_015:r0011,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,branching discharge,DischargeRegime,spreads along,,embedded grid,ElectrodeConfiguration,spreading in a star-like structure along the embedded grid,,,0.8,True,,paper_015:p0001
paper_015:r0012,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,duty cycle,PhysicalQuantity,influences,,discharge development,PlasmaProperties,The duty cycle influences the discharge development,,,0.9,True,,paper_015:p0001
paper_015:r0013,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,duty cycle,PhysicalQuantity,influences through,,surface pre-ionization,PhysicalEffect,influences... through the effects of... surface pre-ionization,,,0.85,True,,paper_015:p0001
paper_015:r0014,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,dielectric barrier discharges (DBDs),PlasmaSource,has application,,applications,PlasmaApplication,dielectric barrier discharges (DBDs) have many different applications,,,0.95,True,,paper_015:p0002
paper_015:r0015,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,Plate-to-plate DBD arrangements,ElectrodeConfiguration,used for,,activation and treatment of sheets,PlasmaApplication,Plate-to-plate DBD arrangements are useful for large scale applications such as activation and treatment of sheets,,,0.9,True,,paper_015:p0002
paper_015:r0016,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,Homogeneous plasma formation,PlasmaProperties,related to,,smooth operation,PowerSupply,Homogeneous plasma formation... is of major importance for a smooth operation of the DBD,,,0.85,True,,paper_015:p0002
paper_015:r0017,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,filamented DBDs,DischargeRegime,has characteristic,,diffuse foot points,DischargeRegime,filamented DBDs with 'diffuse' foot points spread over the surface,,,0.8,True,,paper_015:p0002
paper_015:r0018,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,Plasma medicine,Modelling,involves,,wound and skin treatment,PlasmaApplication,Plasma medicine... first DBD-based devices for the wound and skin treatment,,,0.9,True,,paper_015:p0002
paper_015:r0019,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,thin mesh electrodes,ElectrodeConfiguration,covered by,,dielectric,ElectrodeMaterial,use of thin mesh electrodes covered by a dielectric,,,0.85,True,,paper_015:p0002
paper_015:r0020,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,thin dielectric layer,ElectrodeMaterial,prevents,,transition to spark,DischargeRegime,thin dielectric layer... prevents the discharge from the transition to a spark,,,0.8,True,,paper_015:p0002
paper_015:r0021,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,thin dielectric layer,ElectrodeMaterial,modifies,,electric field structure,PhysicalQuantity,thin dielectric layer... does not blur the electric field structure,,,0.75,True,,paper_015:p0002
paper_015:r0022,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,asymmetric discharges,DischargeRegime,has property,,higher discharge intensity,PhysicalQuantity,asymmetric discharges with higher discharge intensity and streamer velocities,,,0.8,True,,paper_015:p0002
paper_015:r0023,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,asymmetric DBD,PlasmaSource,has configuration,,thin mesh electrode,ElectrodeConfiguration,asymmetric DBD with a thin dielectric layer covering a fine mesh electrode,,,0.85,True,,paper_015:p0002
paper_015:r0024,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,volume discharges,DischargeRegime,interacts with,,surface discharges,DischargeRegime,analyze the coaction of volume and surface discharges,,,0.75,True,,paper_015:p0002
paper_015:r0025,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,pre-ionization,PhysicalEffect,influences,,discharge morphology,PlasmaProperties,pre-ionization on the discharge morphology,,,0.7,True,,paper_015:p0002
paper_015:r0026,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,asymmetric dielectric barrier discharge,PlasmaSource,has_component,,fine rectangular mesh,ElectrodeMaterial,A fine rectangular mesh...served as the charged electrode,,,0.95,True,,paper_015:p0003
paper_015:r0027,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,fine rectangular mesh,ElectrodeMaterial,material_composed_of,,epoxy resin,PlasmaProperties,The mesh was embedded in an epoxy resin,,,0.9,True,,paper_015:p0003
paper_015:r0028,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,glass cover,DiagnosticDevice,serves_as,,dielectric barrier,PlasmaProperties,The glass cover served as the dielectric barrier,,,0.98,True,,paper_015:p0003
paper_015:r0029,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,metal rod,ElectrodeMaterial,positioned_relative_to,,glass barrier,PlasmaProperties,it was placed 0.5 mm away from the glass barrier,,,0.92,True,,paper_015:p0003
paper_015:r0030,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,high-voltage (HV) pulser,PowerSupply,produces,,8 kV amplitude pulses,PhysicalQuantity,producing pulses of 8 kV amplitude,,,0.97,True,,paper_015:p0003
paper_015:r0031,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,pulse generator (DEI PVX-4110),Modelling,powered_by,,DC HV source (FuG HCN 1400-12500),PowerSupply,powered by a DC HV source (FuG HCN 1400-12500),,,0.95,True,,paper_015:p0003
paper_015:r0032,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,streak camera (Hamamatsu C5680),DiagnosticDevice,used_for,,spatiotemporal development,PlasmaProperties,recorded side-on with a streak camera,,,0.93,True,,paper_015:p0003
paper_015:r0033,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,fast ICCD camera (Andor iStar),DiagnosticDevice,used_for,,visible spectral range imaging,PlasmaMedium,recorded in the visible spectral range with a fast ICCD camera,,,0.94,True,,paper_015:p0003
paper_015:r0034,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,cross-correlation spectroscopy,Experiment,uses,,timecorrelated single photon counting,DiagnosticDevice,The spatiotemporal emission... recorded by cross-correlation spectroscopy (CCS) [or timecorrelated single photon counting (TC-SPC)],,,0.95,True,,paper_015:p0004
paper_015:r0035,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,cross-correlation spectroscopy,Experiment,replaces,,real-time measurement,Modelling,The CCS method allows the real-time measurement... to be substituted by a statistically averaged determination,,,0.9,True,,paper_015:p0004
paper_015:r0036,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,main signal,Experiment,recorded_with,,sensitive photomultiplier tubes,DiagnosticDevice,The main signal... recorded with PMT1,,,0.9,True,,paper_015:p0004
paper_015:r0037,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,synchronization signal,Experiment,recorded_with,,sensitive photomultiplier tubes,DiagnosticDevice,The synchronization signal... recorded with PMT2,,,0.85,True,,paper_015:p0004
paper_015:r0038,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,synchronization signal,Experiment,originates_from,,discharge,PlasmaSource,the synchronization signal came from the light... observed from the discharge,,,0.9,True,,paper_015:p0004
paper_015:r0039,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,SPS,Species,contributes_to,,spatiotemporal emission,PlasmaProperties,The SPS contributed to the major part of the emission,,,0.95,True,,paper_015:p0004
paper_015:r0040,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,FNS,Species,correlated_with,,high electric field strength,PhysicalQuantity,the FNS was correlated to the region of high electric field strength,,,0.9,True,,paper_015:p0004
paper_015:r0041,,paper_015,Effect of a high-voltage mesh electrode on the volume and surface characteristics of pulsed dielectric barrier discharges,10.1063/5.0032342,,0-3 transition,PhysicalEffect,has_excitation_energy,,11.03 eV,PhysicalQuantity,the 0-3 transition... with an excitation energy of ΔE ¼ 11:03 eV,,,0.95,True,,paper_015:p0004
