relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_004:r0001,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,Dielectric barrier discharges,PlasmaSource,is a type of,,nonthermal,PlasmaProperties,DBDs are a typical example of nonthermal atmospheric or normal pressure gas discharges,,,0.95,True,,paper_004:p0001
paper_004:r0002,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,Dielectric barrier discharges,PlasmaSource,is a type of,,partial discharges,DischargeRegime,so-called partial discharges in insulated high voltage systems are special types of DBDs,,,0.9,True,,paper_004:p0001
paper_004:r0003,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,Dielectric barrier discharges,PlasmaSource,related to,,insulated high voltage systems,PowerSupply,partial discharges in insulated high voltage systems are special types of DBDs,,,0.85,True,,paper_004:p0001
paper_004:r0004,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,self-pulsing operation,PhysicalEffect,causes,,Dielectric barrier discharges,PlasmaSource,an insulating (dielectric) material between the electrodes which is responsible for a self-pulsing operation,,,0.9,True,,paper_004:p0001
paper_004:r0005,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,breakdown processes,PhysicalEffect,related to,,plasma formation,PhysicalEffect,"the breakdown processes, the formation of structures, and the role of surface processes are currently under investigation",,,0.8,True,,paper_004:p0001
paper_004:r0006,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,filamentary,ElectrodeConfiguration,is a type of,,filaments,DischargeRegime,the progress on the investigation of different aspects of breakdown and plasma formation with the focus on single filaments or microdischarges,,,0.85,True,,paper_004:p0001
paper_004:r0007,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,electrical characterization,Experiment,involves,,filamentary DBDs,PlasmaSource,summary of the current knowledge on the electrical characterization of filamentary DBDs,,,0.8,True,,paper_004:p0001
paper_004:r0008,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,surface memory mechanisms,PhysicalEffect,studied in,,filamentary DBDs,PlasmaSource,recent new insights on the elementary volume and surface memory mechanisms in these discharges,,,0.75,True,,paper_004:p0001
paper_004:r0009,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,plasma technology,PlasmaApplication,uses,,Dielectric barrier discharges,PlasmaSource,DBDs are a relevant tool in current plasma technology,,,0.9,True,,paper_004:p0001
paper_004:r0010,,paper_004,Dielectric barrier discharges - progress on plasma sources and on the understanding of regimes and single filaments,10.1088/1361-6595/aa6426,,ozone,Species,generated by,,Dielectric barrier discharges,PlasmaSource,Initially used for the generation of ozone,,,0.85,True,,paper_004:p0001
