relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_027:r0001,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,atmospheric-pressure,PlasmaProperties,characterized_by,,dielectric barrier discharge,PlasmaSource,atmospheric-pressure dielectric barrier discharge (DBD),,,0.95,True,,paper_027:p0001
paper_027:r0002,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,dielectric barrier discharge,PlasmaSource,involves,,argon,PlasmaMedium,dielectric barrier discharge (DBD) in argon,,,0.95,True,,paper_027:p0001
paper_027:r0003,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,observed,Experiment,uses,,time-dependent and spatially two-dimensional fluid-Poisson model,Modelling,investigated using a time-dependent and spatially two-dimensional fluid-Poisson model,,,0.9,True,,paper_027:p0001
paper_027:r0004,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,streamer-surface interaction,PhysicalEffect,occurs_in,,single-filament,ElectrodeConfiguration,streamer-surface interaction... in the single-filament DBD,,,0.9,True,,paper_027:p0001
paper_027:r0005,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,volume streamer,DischargeRegime,deflected_by,,electric field,PhysicalQuantity,radial deflection... guided by the radial component of the electric field,,,0.95,True,,paper_027:p0001
paper_027:r0006,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,surface discharge,DischargeRegime,governed_by,,ion-induced secondary electron emission,PhysicalEffect,governed by ion-induced secondary electron emission,,,0.9,True,,paper_027:p0001
paper_027:r0007,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,surface discharge,DischargeRegime,involves,,surface charges,PhysicalQuantity,surface charges accumulated on the dielectric,,,0.85,True,,paper_027:p0001
paper_027:r0008,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,Townsend pre-phase,DischargeRegime,produces,,free electrons,Species,free electrons remaining in the volume from the Townsend pre-phase,,,0.9,True,,paper_027:p0001
paper_027:r0009,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,direct ionisation,PhysicalEffect,causes,,argon atoms,Species,direct ionisation of argon atoms,,,0.95,True,,paper_027:p0002
paper_027:r0010,,paper_027,Streamer-surface interaction in an atmospheric pressure dielectric barrier discharge in argon,10.1088/1361-6595/ac63df,,volume streamer,PhysicalEffect,arrival,,cathode,DiagnosticDevice,arrival of the volume streamer at the cathode surface,,,0.95,True,,paper_027:p0002
