relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_003:r0001,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,barrier discharge,PlasmaSource,operated_in,,pure gases,PlasmaMedium,operation in any mixtures of both pure gases,,,0.95,True,,paper_003:p0001
paper_003:r0002,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,plane-parallel discharge cell configuration,ElectrodeConfiguration,used_for,,study,Experiment,using a well-established plane-parallel discharge cell configuration allows to study,,,0.9,True,,paper_003:p0001
paper_003:r0003,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,He/N 2,PlasmaMedium,influenced_by,,discharge modes,DischargeRegime,study the influence of the He/N 2 mixing ratio on the formation of different discharge modes,,,0.85,True,,paper_003:p0001
paper_003:r0004,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,spatio-temporally resolved optical emission spectroscopy,Experiment,used_for,,formation and decay of surface charges,PhysicalEffect,characterization was made by measuring... together with the formation and decay of surface charges,,,0.9,True,,paper_003:p0001
paper_003:r0005,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,electro-optic Pockels effect,PhysicalEffect,combined_with,,CCD high speed camera,DiagnosticDevice,combination with a CCD high speed camera,,,0.85,True,,paper_003:p0001
paper_003:r0006,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,existence diagram,Modelling,determined_by,,applied voltage,PowerSupply,existence diagram... determined by varying the amplitude and shape of the applied voltage,,,0.9,True,,paper_003:p0001
paper_003:r0007,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,diffuse mode,DischargeRegime,operated_at,,moderate voltage amplitudes,PowerSupply,diffuse mode can be operated at moderate voltage amplitudes,,,0.95,True,,paper_003:p0001
paper_003:r0008,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,filamentary BDs,DischargeRegime,occurs_at,,significant overvoltage,PowerSupply,filamentation occurs at significant overvoltage,,,0.9,True,,paper_003:p0001
paper_003:r0009,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,charge transfer,PhysicalEffect,correlated_with,,accumulated surface charges,PhysicalQuantity,overall charge transfer... in excellent agreement with the amount of accumulated surface charges,,,0.95,True,,paper_003:p0001
paper_003:r0010,,paper_003,"Systematic investigation of the barrier discharge operation in helium, nitrogen, and mixtures - discharge development, formation and decay of surface charges",10.1088/0022-3727/47/36/365204,,LED illumination,Experiment,induces,,exponential decay of surface charges,PhysicalEffect,exponential decay... induced by LED illumination,,,0.9,True,,paper_003:p0001
