relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_006:r0001,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,laser photodetachment experiment,Experiment,evaluated_by,,1D fluid simulation,Modelling,evaluated by a 1D fluid simulation,,,0.95,True,,paper_006:p0001
paper_006:r0002,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,diffuse helium-oxygen barrier discharge,PlasmaSource,operates_in,,helium,PlasmaMedium,simulated discharge operates in helium,,,0.9,True,,paper_006:p0001
paper_006:r0003,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,laser photodetachment,PhysicalEffect,involves,,negative ions,Species,interaction of negative ions with... photon flux,,,0.95,True,,paper_006:p0001
paper_006:r0004,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,1D fluid simulation,Modelling,uses,,rate coefficients,PhysicalQuantity,simulation with... rate coefficients,,,0.9,True,,paper_006:p0001
paper_006:r0005,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,negative ion density,PhysicalQuantity,affects,,discharge characteristics,PlasmaProperties,lower negative ion density... impact on discharge characteristics,,,0.85,True,,paper_006:p0001
paper_006:r0006,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,additional attachment processes,PhysicalEffect,reproduces,,laser photodetachment effect,PhysicalEffect,both approaches... reproduce the measured laser photodetachment effect,,,0.8,True,,paper_006:p0001
paper_006:r0007,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,formation of negative ions,PhysicalEffect,occurs_at,,negatively charged dielectric,ElectrodeConfiguration,formation of negative ions at the negatively charged dielectric,,,0.95,True,,paper_006:p0001
paper_006:r0008,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,helium-oxygen gas mixtures,PlasmaMedium,used_for,,applications,PlasmaApplication,Discharges operating in helium-oxygen gas mixtures are widely used for applications at atmospheric pressure,,,1.0,True,,paper_006:p0002
paper_006:r0009,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,helium-oxygen gas mixtures,PlasmaMedium,has_property,,atmospheric pressure,PlasmaProperties,applications at atmospheric pressure,,,1.0,True,,paper_006:p0002
paper_006:r0010,,paper_006,The influence of negative ions in helium–oxygen barrier discharges III. Simulation of laser photodetachment and comparison with experiment,10.1088/1361-6595/aa8e1b,,helium,Species,lowers,,power requirements,PowerSupply,Helium lowers the power requirements,,,1.0,True,,paper_006:p0002
