relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_020:r0001,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pre-phase,DischargeRegime,investigated_with,,fast optical and electrical measurements,Experiment,pre-phase of the breakdown... investigated by fast optical and electrical measurements,,,0.95,True,,paper_020:p0001
paper_020:r0002,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,double-sided DBDs,ElectrodeConfiguration,used_in,,dielectric barrier discharges,PlasmaSource,double-sided DBDs with a 1 mm gap in a gas mixture,,,0.9,True,,paper_020:p0001
paper_020:r0003,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pulse width,PowerSupply,influences,,breakdown regimes,DischargeRegime,Depending on the pulse width... four different breakdown regimes... observed,,,0.95,True,,paper_020:p0001
paper_020:r0004,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pre-ionisation conditions,PhysicalEffect,explained_by,,residual electrons and ions,Species,pre-ionisation conditions... created by the residual electrons and ions,,,0.9,True,,paper_020:p0001
paper_020:r0005,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,fluid model calculations,Modelling,compared_with,,experimental results,Experiment,The experimental results were compared with... fluid model calculations,,,0.9,True,,paper_020:p0001
paper_020:r0006,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,spatio-temporal emission structures,PlasmaProperties,observed_in,,pre-phase,DischargeRegime,different spatio-temporal emission structures in the pre-phase were observed,,,0.95,True,,paper_020:p0001
paper_020:r0007,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,"time-dependent, spatially one-dimensional",Modelling,describes,,fluid model calculations,Modelling,"time-dependent, spatially one-dimensional fluid model calculations",,,0.9,True,,paper_020:p0001
paper_020:r0008,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,0.1 vol% O2 in N2,PlasmaMedium,contains,,ions,Species,gas mixture of 0.1 vol% O2 in N2... ions from the previous discharge,,,0.85,True,,paper_020:p0001
paper_020:r0009,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pause time,PhysicalQuantity,related_to,,pulse width,PowerSupply,the pause time between subsequent DBDs,,,0.8,True,,paper_020:p0001
paper_020:r0010,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,space charges,PhysicalQuantity,caused_by,,residual electrons and ions,Species,considerably high space charges... created by the residual electrons and ions,,,0.9,True,,paper_020:p0001
paper_020:r0011,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,memory processes,PhysicalEffect,influences,,Townsend pre-phase,DischargeRegime,memory processes in the inception and development of the discharge,,,0.95,True,,paper_020:p0002
paper_020:r0012,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,Townsend pre-phase,DischargeRegime,influences,,behaviour of a DBD,PlasmaProperties,the behaviour of a DBD is strongly influenced by processes in the so-called Townsend pre-phase,,,0.95,True,,paper_020:p0002
paper_020:r0013,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,sinusoidal-operated DBDs,PlasmaSource,has duration,,several hundred nanoseconds,PhysicalQuantity,the pre-phase lasts for at least several hundred nanoseconds,,,0.9,True,,paper_020:p0002
paper_020:r0014,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pulsed-operated DBDs,PlasmaSource,has duration,,≈50 ns,PhysicalQuantity,in pulsed-operated DBDs this duration is limited by the rise time of the HV pulse (in our case ≈50 ns),,,0.9,True,,paper_020:p0002
paper_020:r0015,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pulsed-operation,PowerSupply,has parameter,,pulse width,PhysicalQuantity,"pulsed-operation, however, offers an additional electrical control parameter... the pulse width",,,0.95,True,,paper_020:p0002
paper_020:r0016,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,repetition frequency,PowerSupply,influences,,pre-ionisation,PhysicalEffect,a lower repetition frequency results in a reduced overall pre-ionisation,,,0.9,True,,paper_020:p0002
paper_020:r0017,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pulse width,PowerSupply,influences,,breakdown regime,DischargeRegime,changing the breakdown regime from a cathode-directed streamerlike propagation to the occurrence of cathode-and anodedirected streamers,,,0.95,True,,paper_020:p0002
paper_020:r0018,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,electrical control,Experiment,uses,,fluid modelling,Modelling,"electrical and optical diagnostics accompanied by time-dependent, spatially one-dimensional (1D) fluid modelling",,,0.9,True,,paper_020:p0002
paper_020:r0019,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pulsed-driven DBDs,PlasmaSource,occurs at,,atmospheric pressure,PlasmaMedium,pulsed-driven DBDs at atmospheric pressure,,,0.95,True,,paper_020:p0002
paper_020:r0020,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,breakdown regime,DischargeRegime,includes,,cathode-directed streamerlike propagation,PhysicalEffect,changing the breakdown regime from a cathode-directed streamerlike propagation,,,0.9,True,,paper_020:p0002
paper_020:r0021,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,pulse width,PowerSupply,is equivalent to,,delay,PhysicalQuantity,the pulse width does not refer to the duration... but to the delay between two subsequent discharges,,,0.95,True,,paper_020:p0002
paper_020:r0022,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,double-sided DBD arrangement,ElectrodeConfiguration,uses,,electrode surfaces,ElectrodeConfiguration,double-sided DBD arrangement ... covered electrodes,,,0.95,True,,paper_020:p0003
paper_020:r0023,,paper_020,Breakdown characteristics in pulsed-driven dielectric barrier discharges- influence of the prebreakdown phase due to volume memory effects,10.1088/0022-3727/47/46/465206,,double-sided DBD arrangement,PlasmaSource,housed_in,,Plexiglas cell,DischargeRegime,housed in a Plexiglas cell,,,0.9,True,,paper_020:p0003
