relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_009:r0001,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O 2,Species,influence,,dielectric barrier discharges,PlasmaSource,influence of O 2 on the characteristics of dielectric barrier discharges,,,0.9,True,,paper_009:p0001
paper_009:r0002,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O 2 concentration,PhysicalQuantity,affects,,electrical characteristics,Modelling,O 2 concentration is shown to have a significant impact on the electrical characteristics,,,0.9,True,,paper_009:p0001
paper_009:r0003,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O 2 concentration,PhysicalQuantity,correlated with,,discharge duration,PhysicalQuantity,Higher O 2 concentrations... shorter discharge duration,,,0.8,True,,paper_009:p0001
paper_009:r0004,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O 2 concentration,PhysicalQuantity,correlated with,,discharge radius,PhysicalQuantity,Higher O 2 concentrations... increased discharge radius,,,0.8,True,,paper_009:p0001
paper_009:r0005,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O 2 concentration,PhysicalQuantity,correlated with,,discharge current maxima,PhysicalQuantity,Higher O 2 concentrations... higher discharge current maxima,,,0.8,True,,paper_009:p0001
paper_009:r0006,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O 2 concentration,PhysicalQuantity,correlated with,,streamer velocities,PhysicalQuantity,Higher O 2 concentrations... larger velocities of the cathode directed streamers,,,0.8,True,,paper_009:p0001
paper_009:r0007,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,pressure,PhysicalQuantity,modifies,,effect magnitude,PhysicalEffect,effects were more pronounced at a pressure of 0.5 bar compared to 1 bar,,,0.8,True,,paper_009:p0001
paper_009:r0008,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,pressure,PhysicalQuantity,influences,,ion decay and recombination processes,PhysicalEffect,explained by the pressure dependent decay and recombination processes,,,0.9,True,,paper_009:p0001
paper_009:r0009,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,dielectric barrier discharges,PlasmaSource,uses,,single filament arrangement,ElectrodeConfiguration,pulsed driven dielectric barrier discharges of 0.8 mm gap in a single filament arrangement,,,0.9,True,,paper_009:p0001
paper_009:r0010,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,dielectric barrier discharges,PlasmaSource,powered by,,pulsed driven,PowerSupply,pulsed driven dielectric barrier discharges,,,0.9,True,,paper_009:p0001
paper_009:r0011,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,intensified charge-coupled device,DiagnosticDevice,used in,,streak,Experiment,simultaneous streak and intensified charge-coupled device images were recorded,,,0.8,True,,paper_009:p0001
paper_009:r0012,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O 2,Species,present in,,O 2 in N 2,PlasmaMedium,Gas mixtures of 0.1-10 vol % O 2 in N 2 were investigated,,,0.9,True,,paper_009:p0001
paper_009:r0013,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,pure nitrogen-some,PlasmaMedium,contains,,O 2,Species,nearly pure nitrogen-some of these effects were reversed,,,0.7,True,,paper_009:p0001
paper_009:r0014,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,elementary processes,PhysicalEffect,determined_by,,gas mixture,PlasmaMedium,elementary processes... are determined by the characteristics of the gas mixture,,,0.95,True,,paper_009:p0002
paper_009:r0015,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,elementary processes,PhysicalEffect,determined_by,,gas pressure,PhysicalQuantity,elementary processes... are determined by... the gas pressure,,,0.95,True,,paper_009:p0002
paper_009:r0016,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,elementary processes,PhysicalEffect,determined_by,,discharge configuration,ElectrodeConfiguration,elementary processes... are determined by... the discharge configuration,,,0.95,True,,paper_009:p0002
paper_009:r0017,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,Non-thermal plasmas,PlasmaProperties,generated_at,,atmospheric pressure,PhysicalQuantity,Non-thermal plasmas generated at atmospheric pressure,,,0.9,True,,paper_009:p0002
paper_009:r0018,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,Non-thermal plasmas,PlasmaProperties,used_for,,industrial applications,PlasmaApplication,Non-thermal plasmas... are often used for industrial applications,,,0.9,True,,paper_009:p0002
paper_009:r0019,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,oxygen,ElectrodeMaterial,influences,,breakdown,PhysicalEffect,oxygen... significantly influences the breakdown,,,0.9,True,,paper_009:p0002
paper_009:r0020,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,oxygen,ElectrodeMaterial,influences,,discharge properties,PhysicalEffect,oxygen... significantly influences the breakdown and discharge properties,,,0.9,True,,paper_009:p0002
paper_009:r0021,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,O2 concentration,PhysicalQuantity,influences,,discharge development,PlasmaProperties,influence of O2 concentration on the discharge development,,,0.95,True,,paper_009:p0002
paper_009:r0022,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,streamer breakdown,PhysicalEffect,occurs_in,,O2/N2 mixtures,PlasmaMedium,streamer breakdown in O2/N2 mixtures,,,0.95,True,,paper_009:p0002
paper_009:r0023,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,streamer breakdown,PhysicalEffect,uses,,double pulse excitation,PowerSupply,streamer breakdown... by double pulse excitation,,,0.9,True,,paper_009:p0002
paper_009:r0024,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,streamer breakdown,PhysicalEffect,uses,,point-to-plane arrangement,ElectrodeConfiguration,point-to-plane arrangement,,,0.9,True,,paper_009:p0002
paper_009:r0025,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,positive oxygen ions,Species,recombination_rate_depends_on,,O2 concentration,PhysicalQuantity,decay and recombination rates... depending on the O2 concentration,,,0.95,True,,paper_009:p0002
paper_009:r0026,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,dielectric barrier discharges,PlasmaSource,related_to,,experiments,Experiment,dielectric barrier discharges (DBDs) as performed in [8],,,0.85,True,,paper_009:p0002
paper_009:r0027,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,experimental set-up,Experiment,uses,,intensified charge-coupled device (ICCD),DiagnosticDevice,"fast electrical, intensified charge-coupled device (ICCD) and streak measurements",,,0.9,True,,paper_009:p0002
paper_009:r0028,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,experimental set-up,Experiment,measures,,single filament DBDs,PlasmaSource,fast electrical... measurements of single filament DBDs,,,0.9,True,,paper_009:p0002
paper_009:r0029,,paper_009,The bidirectional character of O2 concentration in pulsed dielectric barrier discharges in O2-N2 gas mixtures,10.1007/978-3-662-04158-1_14,,single filament DBDs,PlasmaSource,exists_in,,O2/N2 mixtures,PlasmaMedium,single filament DBDs in various binary gas mixtures of O2/N2,,,0.9,True,,paper_009:p0002
