relation_id,sentence_id,paper_id,paper_title,doi,subject_mention_id,subject_text,subject_type,predicate,object_mention_id,object_text,object_type,evidence_text,relation_origin,inherited_from,confidence,accepted,support_sentence_ids,support_paragraph_id
paper_014:r0001,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,dielectric barrier discharge,PlasmaSource,occurs_over,,distilled water,PlasmaTarget,dielectric barrier discharge over distilled water,,,0.95,True,,paper_014:p0001
paper_014:r0002,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,"synchronized, fast electrical and optical diagnostics",Experiment,used_for,,dielectric barrier discharge,PlasmaSource,"investigated by means of synchronized, fast electrical and optical diagnostics",,,0.9,True,,paper_014:p0001
paper_014:r0003,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,single,ElectrodeConfiguration,has_material,,alumina-covered,ElectrodeMaterial,"single, alumina-covered electrode",,,0.95,True,,paper_014:p0001
paper_014:r0004,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,grounded tungsten electrode,ElectrodeConfiguration,has_material,,tungsten,ElectrodeMaterial,grounded tungsten electrode,,,0.9,True,,paper_014:p0001
paper_014:r0005,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,synthetic air,PlasmaMedium,has_property,,atmospheric pressure,PlasmaProperties,flushed with synthetic air at atmospheric pressure,,,0.9,True,,paper_014:p0001
paper_014:r0006,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,applied high-voltage pulse,PowerSupply,has_feature,,rising and falling slopes,PowerSupply,discharge events occur at rising and falling slopes,,,0.85,True,,paper_014:p0001
paper_014:r0007,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,synchronized diagnostics,Experiment,analyzes,,electrical characteristics,Modelling,direct comparison of electrical characteristics,,,0.9,True,,paper_014:p0001
paper_014:r0008,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,single discharge channel,DischargeRegime,involves,,Taylor cone,PhysicalEffect,develops between the tips of the dielectric and the Taylor cone,,,0.9,True,,paper_014:p0001
paper_014:r0009,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,Surface discharge channels,DischargeRegime,explained_by,,virtual electrode,ElectrodeConfiguration,water layer acting as a virtual electrode,,,0.85,True,,paper_014:p0001
paper_014:r0010,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,discharge morphology and dynamics,PlasmaProperties,independent_of,,voltage polarity,PhysicalQuantity,independent of the voltage polarity,,,0.9,True,,paper_014:p0001
paper_014:r0011,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,dielectric-covered,ElectrodeConfiguration,contrasts_with,,bare metal pin electrodes,ElectrodeConfiguration,contradicts to known experiments with bare metal pin electrodes,,,0.8,True,,paper_014:p0001
paper_014:r0012,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,electrical discharges,PlasmaSource,initiate,,plasma-chemical reactions,PhysicalEffect,Electrical discharges in or in contact with water initiate complex plasma-chemical reactions,,,0.95,True,,paper_014:p0002
paper_014:r0013,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,discharges,PlasmaSource,lead_to,,bio-medical effects,PlasmaApplication,due to their potential application and bio-medical effects,,,0.9,True,,paper_014:p0002
paper_014:r0014,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,discharges,PlasmaSource,take_place_in,,multi-phase system,Modelling,take place in a complex multi-phase system,,,0.95,True,,paper_014:p0002
paper_014:r0015,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,discharge in the gas phase,DischargeRegime,include,,ionization,PhysicalEffect,"includes numerous processes... like ionization, excitation",,,0.9,True,,paper_014:p0002
paper_014:r0016,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,evaporation of water,PhysicalEffect,affect,,discharge,PlasmaSource,will affect the discharge and the gas composition,,,0.85,True,,paper_014:p0002
paper_014:r0017,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,metal pin electrodes,ElectrodeConfiguration,lead_to,,transition,PhysicalEffect,a transition from glow... or streamer to spark will occur,,,0.9,True,,paper_014:p0002
paper_014:r0018,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,dielectric-covered electrode,ElectrodeMaterial,prevent,,sparking,PhysicalEffect,"to avoid sparking, the above-water electrode can be covered with dielectric",,,0.85,True,,paper_014:p0002
paper_014:r0019,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,dielectric relaxation time τ,PhysicalQuantity,has_value,,6 μs,Unit,the dielectric relaxation time τ ¼ ε 0 ε r =σ is about 6 μs,,,0.9,True,,paper_014:p0002
paper_014:r0020,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,electric field,PhysicalQuantity,lead_to,,deformation of water surface,PhysicalEffect,applying an electric field over water leads to the deformation of the water surface,,,0.85,True,,paper_014:p0002
paper_014:r0021,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,electrical and optical diagnostics,DiagnosticDevice,used_to,,reveal discharge structure,PhysicalEffect,combined synchronized electrical and optical diagnostics to reveal the discharge structure,,,0.9,True,,paper_014:p0002
paper_014:r0022,,paper_014,The role of a dielectric barrier in single-filament discharge over a water surface,10.1063/5.0035186,,electrical characterization,DiagnosticDevice,measure,,transferred charge,PhysicalQuantity,"deliver the transferred charge, the current maxima distribution",,,0.9,True,,paper_014:p0002
